timestamp,bucket_values
2025-07-17T06:52:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.004, 0.005, 0.017, 0.041, 0.088, 0.139, 0.186, 0.203, 0.151, 0.092, 0.044, 0.018, 0.005, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2025-07-18T07:02:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.002, 0.005, 0.011, 0.023, 0.055, 0.1, 0.154, 0.173, 0.159, 0.135, 0.089, 0.052, 0.026, 0.009, 0.004, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0]"
2025-07-19T23:55:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.003, 0.002, 0.008, 0.051, 0.123, 0.198, 0.234, 0.153, 0.084, 0.058, 0.042, 0.024, 0.014, 0.006, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2025-07-20T02:16:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.001, 0.006, 0.035, 0.083, 0.15, 0.173, 0.126, 0.097, 0.095, 0.083, 0.062, 0.042, 0.022, 0.012, 0.007, 0.003, 0.0, 0.0, 0.0, 0.0, 0.0]"
2025-07-22T04:45:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.003, 0.008, 0.019, 0.061, 0.127, 0.192, 0.215, 0.186, 0.103, 0.047, 0.021, 0.009, 0.004, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2025-07-22T07:02:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.003, 0.007, 0.018, 0.058, 0.119, 0.166, 0.191, 0.189, 0.124, 0.069, 0.031, 0.014, 0.006, 0.002, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2025-07-24T06:48:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.003, 0.003, 0.004, 0.008, 0.03, 0.093, 0.141, 0.19, 0.198, 0.155, 0.095, 0.047, 0.022, 0.007, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2025-07-25T05:58:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.001, 0.003, 0.007, 0.025, 0.096, 0.226, 0.271, 0.209, 0.106, 0.039, 0.011, 0.004, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2025-07-26T07:00:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.002, 0.003, 0.012, 0.041, 0.079, 0.137, 0.178, 0.184, 0.156, 0.105, 0.058, 0.028, 0.009, 0.004, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0]"
2025-07-28T06:10:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.0, 0.002, 0.002, 0.003, 0.01, 0.022, 0.034, 0.072, 0.114, 0.156, 0.177, 0.166, 0.111, 0.069, 0.034, 0.015, 0.006, 0.003, 0.001, 0.0, 0.0]"
2025-07-29T06:07:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.002, 0.002, 0.005, 0.008, 0.023, 0.054, 0.103, 0.158, 0.199, 0.186, 0.128, 0.076, 0.033, 0.015, 0.005, 0.002, 0.001, 0.0, 0.0, 0.0]"
2025-07-30T05:44:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.0, 0.002, 0.004, 0.007, 0.015, 0.036, 0.082, 0.147, 0.201, 0.221, 0.15, 0.079, 0.036, 0.012, 0.004, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0]"
