timestamp,bucket_values
2024-10-12T06:51:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.004, 0.01, 0.025, 0.093, 0.191, 0.253, 0.221, 0.117, 0.052, 0.022, 0.008, 0.003, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024-10-13T08:15:30,"[0.0, 0.0, 0.0, 0.0, 0.001, 0.006, 0.012, 0.026, 0.101, 0.276, 0.265, 0.172, 0.113, 0.025, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024-10-15T04:52:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.002, 0.008, 0.023, 0.023, 0.037, 0.095, 0.158, 0.183, 0.169, 0.136, 0.082, 0.043, 0.022, 0.011, 0.005, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024-10-15T05:53:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.002, 0.008, 0.021, 0.022, 0.038, 0.096, 0.154, 0.178, 0.17, 0.134, 0.084, 0.047, 0.025, 0.012, 0.006, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024-10-20T07:12:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.003, 0.012, 0.047, 0.165, 0.296, 0.267, 0.132, 0.048, 0.017, 0.008, 0.003, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024-10-21T04:55:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.003, 0.003, 0.012, 0.032, 0.078, 0.152, 0.212, 0.192, 0.14, 0.083, 0.048, 0.025, 0.012, 0.005, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024-10-23T04:22:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.002, 0.007, 0.023, 0.074, 0.15, 0.231, 0.236, 0.158, 0.076, 0.03, 0.009, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024-10-24T04:18:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.004, 0.01, 0.033, 0.067, 0.148, 0.231, 0.23, 0.155, 0.079, 0.028, 0.009, 0.004, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024-10-25T01:44:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.003, 0.005, 0.024, 0.075, 0.11, 0.165, 0.192, 0.172, 0.119, 0.069, 0.035, 0.02, 0.008, 0.002, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024-10-25T04:45:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.003, 0.005, 0.028, 0.082, 0.116, 0.16, 0.179, 0.172, 0.122, 0.073, 0.034, 0.017, 0.007, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024-10-28T04:15:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.001, 0.002, 0.002, 0.004, 0.026, 0.054, 0.078, 0.097, 0.139, 0.163, 0.156, 0.126, 0.078, 0.041, 0.018, 0.011, 0.003, 0.001, 0.0, 0.0, 0.0, 0.0]"
2024-10-29T04:36:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.001, 0.002, 0.007, 0.026, 0.064, 0.138, 0.219, 0.236, 0.172, 0.084, 0.031, 0.013, 0.004, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024-10-30T05:38:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.004, 0.026, 0.04, 0.068, 0.129, 0.204, 0.206, 0.174, 0.09, 0.039, 0.014, 0.003, 0.001, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024-10-31T04:44:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.003, 0.005, 0.012, 0.033, 0.065, 0.105, 0.166, 0.218, 0.176, 0.112, 0.055, 0.028, 0.013, 0.006, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
